actual,predicted,residual
1078.062506064102,490.1789577627944,587.8835483013077
25.19935536532786,365.65589097510536,-340.4565356097775
76.07057723631529,316.33925494783745,-240.26867771152217
29.00007943983567,49.086380557695094,-20.086301117859424
32.34446285493792,254.45871692946668,-222.11425407452876
175.6531815297461,141.20363471714813,34.44954681259796
423.7053357538858,751.7047766306572,-327.9994408767714
966.8748670547058,265.280580898029,701.5942861566768
0.021100162471251,0.7582755081475884,-0.7371753456763374
81.87013213839327,204.24052024459456,-122.37038810620129
37.90171792196523,32.5580439267886,5.34367399517663
6.984914912094846,62.92160732320291,-55.93669241110807
5.778136083359243,122.93576561946934,-117.1576295361101
10.99877563889947,44.08172846230897,-33.0829528234095
30.29906160626449,36.5192362538254,-6.220174647560906
6.000683189736971,98.96635120726374,-92.96566801752677
313.9677994624871,56.080148726465524,257.88765073602156
0.0428783370065775,11.26837991245844,-11.225501575451863
546.2183364058116,504.91586043455914,41.30247597125242
11.00313723595825,22.204449318567473,-11.201312082609222
82.62372903422875,178.04001633335395,-95.4162872991252
41.25974245668758,69.77961738538077,-28.51987492869319
18.98059044820766,30.79467508683148,-11.814084638623818
1019.298722478934,278.38647308056676,740.9122493983673
311.1852423510667,291.77820322169237,19.40703912937431
10.30937799012233,130.24228250874566,-119.93290451862333
3284.331113125501,1707.8924043482634,1576.4387087772375
3.790552994299956,430.6358041991963,-426.84525120489633
5.099621029048417,64.80512908154121,-59.705508052492796
0.2004515434768848,0.7582755081475884,-0.5578239646707036
13.19539744537105,199.98453160632604,-186.789134160955
25.90606460972514,271.6054614588377,-245.69939684911253
936.2273159923228,596.4818501923289,339.7454657999939
433.4235874215376,413.6783482717154,19.745239149822225
1331.215222002325,61.28498925244458,1269.9302327498804
31.07991033445868,116.83515084114372,-85.75524050668503
833.1452394545721,540.2285114442284,292.9167280103437
16.05024635613982,42.228005343281886,-26.177758987142067
42.89863750334651,147.98456012338704,-105.08592262004053
8.318666925469637,29.90465882270949,-21.58599189723985
13.38376335364989,15.605801835346986,-2.222038481697096
24.95600077640891,29.90465882270949,-4.948658046300579
54.49631778289162,120.65601252411682,-66.1596947412252
99.99888330007164,50.6813346366603,49.31754866341134
851.1169491429253,82.52629790165491,768.5906512412703
99.18535759627592,113.36054109280622,-14.175183496530295
205.6012623681312,58.629769719651556,146.97149264847963
20.01811740726961,238.05104795945516,-218.03293055218555
187.0018154759586,180.1813318151497,6.820483660808918
126.3963437317319,359.5092660895859,-233.11292235785396
4.86703472735083,42.762296453051356,-37.89526172570053
0.0567720142355825,9.414024562218346,-9.357252547982764
342.9891642863219,703.3636128177909,-360.374448531469
23.77462855904685,271.36031805972334,-247.5856895006765
440.3980869436373,921.0487305496654,-480.6506436060281
4128.529376550779,1196.4805252521721,2932.0488512986067
1033.193048677168,573.1074376805598,460.08561099660824
4.185789245511488,83.14093326062066,-78.95514401510917
39.79402612079874,323.3849285588652,-283.5909024380665
99.9990355031298,53.02052182046288,46.97851368266692
54.88584658674067,254.72862940506897,-199.84278281832832
97.18758711096712,62.640955201904056,34.54663190906306
176.5829301356429,356.2346415444708,-179.65171140882788
91.79645665677305,51.70668363814617,40.08977301862688
11.90529817945467,440.3719362827508,-428.46663810329613
671.8804590287297,278.957324687703,392.92313434102664
7.001022169344973,174.81352854388476,-167.8125063745398
1013.977848720666,825.1131585213749,188.8646901992911
17.25337212617845,139.75974940523858,-122.50637727906013
357.2404994076369,278.60839542225216,78.63210398538473
143.9713011903484,117.94646166292688,26.024839527421534
734.5307817366266,228.74929996297539,505.78148177365125
7.240028670513534,107.42427751290502,-100.18424884239148
20.00033184555907,134.7839193426735,-114.78358749711442
26.11549735397781,184.9913199621259,-158.8758226081481
428.5279635922642,94.08142745920105,334.44653613306315
1066.564276496123,525.7431656608117,540.8211108353114
3.186122002234034,35.97781308369756,-32.791691081463526
7.240028670513534,107.42427751290502,-100.18424884239148
1170.106479689652,633.7091745116752,536.3973051779767
258.9715131335553,375.3681005591313,-116.396587425576
21.12987187614053,77.15003078344971,-56.02015890730918
102.414419950329,311.75929020382557,-209.34487025349657
63.38961562842159,77.15003078344971,-13.76041515502812
9.660418403454852,69.2210710070808,-59.56065260362594
10.21222099246228,118.16046918202119,-107.94824818955891
31.99895913455099,201.35949813096835,-169.36053899641735
74.23854870386243,65.58223418474354,8.656314519118894
47.00040990651487,32.22193869755818,14.778471208956688
20.1931814357352,25.08924220469554,-4.896060768960339
1198.159626813215,186.84397003358703,1011.315656779628
58.86822164621302,158.6444802067992,-99.77625856058617
179.4020647351402,522.2316990092044,-342.8296342740642
27.6822261955545,76.8525540928544,-49.170327897299906
29.00007362049595,5.506604288627742,23.49346933186821
451.0306208500022,76.16755397145495,374.8630668785473
102.3876934986936,325.189064022215,-222.80137052352143
2200.501845794086,1707.8924043482634,492.60944144582254
105.7811514913027,30.77504792068246,75.00610357062024
6.950765411667358,368.30458289197327,-361.3538174803059
12.48332089624696,78.76968299106812,-66.28636209482116
1062.703020556219,938.0418691275977,124.66115142862122
447.6048056479589,228.16243417438494,219.44237147357398
281.4879452787434,168.60465588058875,112.88328939815463
17.86202497038185,436.8389742757242,-418.9769493053423
0.0160044556404503,5.506604288627742,-5.490599832987292
197.7207280885639,514.0192813916896,-316.2985533031257
0.2989317958486642,38.10364527389196,-37.8047134780433
26.09773602140014,168.98862585812927,-142.89088983672912
2.118518810476322,23.069739499654542,-20.95122068917822
897.1694304469399,224.9745960857581,672.1948343611818
0.6016369815013157,32.22193869755818,-31.620301716056865
3.2803859596768,277.084601234069,-273.8042152743922
43.99919740877691,44.08172846230897,-0.08253105353206536
32.84331113125501,1707.8924043482634,-1675.0490932170085
36.87889909874436,105.80397905413818,-68.92507995539381
39.39810441393082,69.57014927703538,-30.172044863104567
2.000769035626134,104.10453554769688,-102.10376651207075
47.3629714906026,324.7519760780352,-277.3890045874326
298.7743847915302,144.19627708843433,154.5781077030959
659.0680514125805,350.05781613347716,309.01023527910337
77.91742311498272,183.50617190764567,-105.58874879266294
170.296778215867,175.5375832891857,-5.240805073318711
930.5788200260562,328.6906884004544,601.8881316256018
3.54384868410455,130.24228250874566,-126.69843382464111
75.38450558469827,1060.3463362730768,-984.9618306883785
224.6085808222998,433.9802914167672,-209.3717105944674
12.60485471367765,105.06028590931219,-92.45543119563453
21.39941291752604,184.52054891233192,-163.12113599480588
49.89869179579595,5.506604288627742,44.392087507168206
32.90066702722193,67.66365668541405,-34.762989658192126
81.89919922166115,391.6314868764259,-309.7322876547648
17.51528746581446,107.44646034866044,-89.93117288284597
31.00010372768347,36.587686031575316,-5.587582303891846
407.6218142739,1076.2090083583355,-668.5871940844355
140.9695412765257,61.049472184924916,79.92006909160077
34.79990057171265,35.586939823219154,-0.7870392515065063
608.9911452687479,604.8121378460755,4.179007422672385
1371.956657145287,921.0487305496654,450.9079265956216
12.70414242657882,28.17340308979881,-15.469260663219991
22.82526631567594,9.435393166727765,13.389873148948174
823.1739942871725,921.0487305496654,-97.87473626249289
555.1695362064811,656.0662994373295,-100.89676323084836
189.5806476074922,47.460101594066664,142.12054601342555
1.358819652182731,134.00755092622066,-132.64873127403794
1.200798603408532,53.02052182046288,-51.81972321705435
22.00164613097797,44.08172846230897,-22.080082331331003
25.19504439540581,39.28508650206345,-14.090042106657641
315.4754870891388,530.5103242300513,-215.0348371409125
473.0995590712109,106.36736794545237,366.7321911257585
35.23405018609985,231.6887531961056,-196.45470301000574
7.71597496166125,17.97233430132477,-10.256359339663522
0.2004515434768848,0.7582755081475884,-0.5578239646707036
41.00835824901766,74.05067067113738,-33.04231242211972
34.60074282064913,47.586271254552756,-12.985528433903625
54.985034906333,150.450947727955,-95.465912821622
135.6617828424843,481.5016019890634,-345.8398191465791
6.699421808409566,186.43719100693158,-179.73776919852202
184.3155612898175,29.90465882270949,154.41090246710803
64.19664934481074,32.22193869755818,31.974710647252557
1.669193967391943,205.00898940827142,-203.33979544087947
17.57989083724928,350.04660802731894,-332.46671719006963
976.2637734547372,483.3316370822677,492.93213637246953
234.8491033281628,97.22815249336537,137.62095083479744
15.72816791515424,54.03659145039086,-38.30842353523662
203.5248069198434,139.53355076545844,63.991256154384956
818.5427211088526,48.03707176722803,770.5056493416246
5.258590502869844,47.87530977459689,-42.61671927172705
83.50946485938039,34.430901342443406,49.07856351693698
70.63304493990232,38.43704863148827,32.19599630841405
25.03539486860734,82.9760185083469,-57.940623639739556
231.3730891061837,324.1801498012683,-92.80706069508463
0.3930879416343024,25.263122844546437,-24.870034902912135
3.799260121228963,100.40807835302847,-96.6088182317995
678.151539743071,158.56614914576045,519.5853905973106
38.11129848229342,72.25334660828052,-34.1420481259871
1237.945505638842,411.7713142779465,826.1741913608955
164.3604075260054,787.270749713565,-622.9103421875596
1309.128992843428,1234.1570911473736,74.97190169605437
17.72770740793452,108.89928232811528,-91.17157492018076
333.0191852352614,282.9247214322472,50.09446380301415
19.73685390960162,168.17812937873376,-148.44127546913214
9.016987360115932,346.8435814427949,-337.826594082679
1026.328753626362,287.3751547953175,738.9535988310445
87.54512635379062,412.7083254490897,-325.1631990952991
818.7013213839327,355.7342666780735,462.96705470585925
37.28560775540642,87.41155699601403,-50.12594924060761
10.83181575081408,21.00970639845697,-10.17789064764289
99.99745132021611,107.3167671624088,-7.31931584219268
30.19811838193423,98.35757904973023,-68.159460667796
500.0,60.88069877574052,439.11930122425946
0.1984552499415837,5.506604288627742,-5.3081490386861585
1223.366296258538,1035.1452704809824,188.2210257775555
117.4411913234448,203.65124698582042,-86.21005566237562
308.3774977212813,585.4073790382585,-277.02988131697714
102.2299765552587,52.02664285311106,50.20333370214764
13.95465666893042,43.18956597452818,-29.23490930559776
917.9645665677303,118.01602173425455,799.9485448334758
5.499474782494006,43.64085531040551,-38.14138052791151
1127.094987808589,309.9822966027013,817.1126912058876
4095.188562957381,1311.6695344831055,2783.5190284742753
