"IC50, mM","CC50, mM",SI,MinAbsEStateIndex,MinEStateIndex,qed,NumRadicalElectrons,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan3,BCUT2D_MWLOW,BCUT2D_LOGPLOW,BCUT2D_MRLOW,BalabanJ,Ipc,PEOE_VSA10,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA8,PEOE_VSA9,SMR_VSA8,SlogP_VSA1,SlogP_VSA3,SlogP_VSA7,SlogP_VSA9,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState10,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,VSA_EState9,NumAliphaticHeterocycles,NumHeteroatoms,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_COO2,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_allylic_oxid,fr_amide,fr_amidine,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,anomaly
6.239373566893883,175.4823815688905,28.125,0.3872247872728121,0.3872247872728121,0.4173618732617801,0,-0.2935255147973819,0.2935255147973819,0.0388436542985111,1.321428571428571,9.700469635810666,-2.322229234053284,0.193480759150443,1.164037575501787,2187750.164884781,0.0,0.0,0.0,0.0,0.0,54.38406644399575,35.34286375616011,0.0,0,0.0,0.0,0.0,0,0.0,0.0,21.65996187758712,24.92532490414794,64.20821622926012,11.4233700055414,0.0,41.54242319814374,0.0,4.807589192862531,1.764908477578238,13.25822336932681,16.98108651648622,0.0,0,2,0,4,4,7.121200000000009,121.5300000000001,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
0.7718312468161961,5.402818727713373,7.000000000000001,0.5338684970983402,0.5338684970983402,0.4624728071616784,0,-0.3134072129990773,0.3134072129990773,0.0128865702338628,1.285714285714286,9.689226058600022,-2.444816775724512,0.1203222980173243,1.080362063115187,2187750.164884781,0.0,0.0,0.0,0.0,0.0,54.38406644399575,12.08368165829592,0.0,0,10.63357720801266,0.0,0.0,0,0.0,0.0,21.65996187758712,23.91949375061871,77.29772904108526,0.0,0.0,52.1760004061564,0.0,2.153503044012327,1.914376644091859,14.13538102269576,17.6705653555792,0.0,0,2,0,4,4,6.155600000000006,120.5074000000001,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
223.8087777802645,161.1423200017905,0.72,0.5432308210510737,0.5432308210510737,0.2609227801240689,0,-0.3255733210758452,0.3255733210758452,0.0948015475135507,1.15625,9.68129265007358,-2.565224041654418,-0.92290157043431,1.219066029523398,8610750.760455066,0.0,0.0,0.0,0.0,0.0,41.54242319814374,23.67162418464558,53.36388240082982,0,0.0,0.0,0.0,0,0.0,0.0,21.65996187758712,23.91949375061871,86.2637907564745,0.0,0.0,69.73311112885249,0.0,2.184127470091298,1.930720384526508,14.4916192655274,18.2872161632852,10.18361802183522,0,2,0,4,4,7.129200000000009,138.4528,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1
1.705624296116444,107.8556540191281,63.23529411764706,0.390602645354716,0.390602645354716,0.3778455055831542,0,-0.2935255148336137,0.2935255148336137,0.0388436451959607,1.310344827586207,9.70049715960851,-2.322030494033969,0.1935102089478292,1.120512909778165,3572141.766774113,0.0,0.0,0.0,0.0,0.0,60.80488806692176,35.34286375616011,0.0,0,0.0,0.0,0.0,0,0.0,0.0,21.65996187758712,24.92532490414794,70.62903785218613,11.4233700055414,0.0,41.54242319814374,0.0,4.827851813732591,1.769975405362917,14.69543927282678,17.01201341019265,0.0,0,2,0,4,4,7.511300000000009,126.1470000000001,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
107.1315318094944,139.2709913523427,1.3,0.2704760518661459,0.2704760518661459,0.4290384545075999,0,-0.2572393015210201,0.2572393015210201,0.0628974587838001,1.257142857142857,9.70038553581742,-2.318892629384824,0.193686506552366,1.13667806407789,105375761.6128024,0.0,0.0,0.0,0.0,0.0,65.80789147199017,22.25335094433497,11.37477254936712,0,0.0,6.42082162292601,0.0,0,0.0,10.82998093879356,10.82998093879356,29.63140626461592,61.07520272649145,0.0,0.0,90.0733597458366,0.0,9.0717826238612,1.605177804776269,8.627310798875893,14.6923179140855,0.0,0,2,0,4,6,9.1148,148.3379999999998,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.03791057255341,30.07582114510681,2.0,0.278082987709212,0.278082987709212,0.711012171569234,0,-0.3987285599838353,0.3987285599838353,0.0628974587838001,2.08,9.700404399924688,-2.31885681161874,0.1937013120396086,1.523516049715847,628774.7878580671,0.0,0.0,0.0,0.0,0.0,45.03667987291831,16.81406174685105,5.687386274683562,0,5.733667477162185,6.42082162292601,0.0,0,0.0,5.41499046939678,5.41499046939678,23.71350021845453,36.10105285494272,0.0,12.13273413692322,57.16941400984153,0.0,12.35843304181242,0.8065186492255949,4.766280046136041,7.291772414368499,0.0,0,2,0,2,4,5.778300000000005,106.4264,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.90816681541091,14.5592884478664,0.7700000000000001,0.4296494105587354,0.4296494105587354,0.3285394231379137,0,-0.2930725743873615,0.2930725743873615,0.1321598962435728,1.153846153846154,9.680919227135966,-2.570517086924708,0.0735966347923335,1.156405779851839,459191993.9711307,11.37477254936712,0.0,0.0,0.0,0.0,65.80789147199017,23.67162418464558,40.27436958900468,0,8.966061715389248,6.42082162292601,0.0,0,0.0,0.0,33.74364353588304,27.22269543063804,61.02660527031718,0.0,0.0,118.2640476765454,0.0,7.534827179741789,1.766502445743767,9.374572387765228,15.32736940690484,9.825937407060971,0,2,0,4,6,8.840800000000005,169.0079999999995,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
28.77308680552558,23.59393118053097,0.82,0.0798449757261814,-0.3012595406838834,0.2173322318502264,0,-0.3556231179854463,0.3556231179854463,0.2257502739547918,1.392156862745098,9.49217585385057,-2.549777983204637,-0.1391007821176213,0.9245477374022116,142014916108.3997,0.0,0.0,0.0,0.0,0.0,123.8922081229247,13.08951281182515,10.82998093879356,0,10.63357720801266,33.26069855278922,0.0,0,0.0,33.47432133629013,23.67162418464557,96.5601939098633,46.222352196034,0.0,0.0,102.4216772163073,0.0,8.473058000295891,2.427543794831465,16.41501480298867,20.05913061783378,0.0,0,4,0,2,6,10.83709999999999,212.4083999999992,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1
50.05706767794174,153.7092680267687,3.070680628272251,0.0191231021627706,-0.4118276311098905,0.1877813773196451,0,-0.3256134336823175,0.3256134336823175,0.2301233691404194,1.315789473684211,9.492103494849207,-2.534166358902851,-0.1333978689798444,0.8938029516960042,4095502691529.447,0.0,0.0,0.0,0.0,0.0,128.8952115279931,11.37477254936712,10.82998093879356,0,10.63357720801266,39.68152017571523,0.0,0,0.0,22.64434039749657,23.67162418464557,82.00381040155325,44.50761193357597,0.0,0.0,150.9526137640002,0.0,12.08548694301886,1.999976124989597,11.28886419851416,18.37752500961026,0.0,0,4,0,2,8,12.82219999999998,236.2533999999991,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
6.400846618646093,400.9063598812003,62.63333333333334,0.2392260518661458,0.2392260518661458,0.4399154244159055,0,-0.4573791779576538,0.4573791779576538,0.1270830306641318,1.257142857142857,9.700415948571102,-2.318862773257647,0.193686540716181,1.13667806407789,105375761.6128024,11.49902366656781,0.0,0.0,0.0,0.0,41.54242319814374,22.25335094433497,11.37477254936712,0,4.736862953800049,0.0,0.0,0,0.0,10.82998093879356,10.82998093879356,47.55125155410974,37.10665649724544,0.0,24.26546827384644,65.80789147199017,0.0,6.033338664104559,3.240723679372919,7.523698139305892,14.56293519803611,0.0,0,3,0,4,6,9.3163,145.6059999999999,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
